ID,Name,Age,100s,50s,6s,Balls,Balls Faced,Bat_Average,Bowl_Strike_rate,Economy_Rate,Innings,Maidens,Overs,Runs,Wickets,Ratings
1125,Matthew D J Walker,42,8,0,0,317,6,10,33,5.41,10,638,200,138,63,272
1126,Murray J Bennett,62,70,0,0,262,21,3,102,4.04,39,1577,81,208,306,16
1127,Noel A David,48,92,0,0,75,10,10.52,48,4.16,379,1352,31,55,398,143
1128,Christopher J Drum,44,93,0,0,155,22,10.52,54,7.25,380,973,39,43,132,62
1129,Alex Jeremy Tudor,41,82,0,0,167,11,9,31.75,6.43,119,110,42,449,367,136
1130,Richard J Webb,66,33,0,0,418,10,10.52,40.25,3.91,168,810,24,85,111,100
1131,Raymond Illingworth,86,119,0,0,245,18,2.5,32.5,3.88,112,20,250,55,157,34
1132,Jubair Hossain,23,87,0,0,317,9,5,28.5,6,78,1529,244,33,20,86
1133,David J Terbrugge,42,25,0,0,324,14,5,31.5,5,250,41,80,55,383,53
1134,Aavishkar M Salvi,37,74,0,0,511,14,2,43,4.19,134,1042,176,157,208,28
1135,Kenneth Kamyuka,37,35,0,0,113,2,2,11.75,6,930,1446,308,176,272,159
1136,Ben Laughlin,36,60,0,0,352,9,10.52,56,5.87,56,550,105,122,35,12
1137,Graham Onions,36,66,0,0,106,2,1,51,5.44,738,466,99,300,30,52
1138,Yograj Singh,60,134,0,0,415,12,0.5,61,4.57,239,1391,20,10,148,-20
1139,Jo Angel,50,5,0,0,55,3,0,40.5,4.19,66,97,414,75,75,-15
1140,Graeme R Beard,68,146,0,0,287,0,10.52,28,3.75,61,474,170,327,163,21
1141,Norman Gifford,78,99,0,0,92,8,0,30,2.5,114,621,70,140,407,-9
1142,David V Lawrence,55,68,0,0,224,0,10.52,16.5,6.09,135,1059,182,358,285,27
1143,Obed Christopher McCoy,22,139,0,0,82,1,10.52,21,7.79,1,846,164,340,168,23
1144,Jonathan P Millmow,51,45,0,0,298,3,10.52,67.5,5.16,24,1291,85,67,358,-6
1145,Mohammad Talha,30,120,0,0,67,1,0,30.5,7.18,183,167,185,72,238,-9
1146,Stephen D Parry,33,145,0,0,196,0,10.52,28.5,4.84,33,406,189,188,55,20
1147,Dane Paterson,29,146,0,0,444,0,10.52,52.25,6.23,90,872,67,165,33,3
1148,Ricky Thomas Ponting,44,36,82,162,164,17046,42.04,50,4.16,172,360,6,13678,337,565
1149,Inzamam-ul-Haq,49,98,83,144,156,15813,39.53,19.33,6.62,1008,898,184,11702,173,493
1150,Younis Khan,41,45,48,56,498,9629,31.25,94.67,6.08,549,580,192,7404,104,315
1151,Dean M Jones,57,40,46,63,58,8362,44.62,35.33,4.58,70,1468,78,5838,94,362
1152,Vusimuzi Sibanda,35,128,21,34,391,4716,24.54,89,5.96,216,601,73,3218,543,181
1153,Hettige Don Rumesh Lahiru Thirimanne,29,31,20,24,67,4130,34.66,34.67,5.42,24,902,13,2912,270,256
1154,Mohammad Asghar Afghan,31,26,8,42,274,2830,21.71,46.33,3.93,129,678,15,1674,386,170
1155,Ambati T Rayudu,33,44,10,30,120,2103,49.24,40.33,6.15,3,868,301,1647,182,272
1156,Roy L Dias,66,142,11,4,18,2315,31.46,18.67,7.5,903,1824,4,1400,245,218
1157,Geoffrey Philip Howarth,67,56,6,3,346,2298,23.07,30,4.53,301,450,134,1516,261,165
1158,Gavin M Hamilton,44,122,7,11,195,1847,35.17,73.33,4.36,137,36,235,1344,237,183
1159,Sabbir Rahman,27,47,5,24,17,1322,26.35,92.67,6.76,690,777,2,1114,95,182
1160,Shaiman Anwar,39,143,10,18,51,1336,31.63,35.33,7.02,129,1507,63,968,410,221
1161,Hemang K Badani,42,15,4,10,278,1180,33.35,61,4.89,291,569,84,760,372,185
1162,Alvin I Kallicharran,69,134,6,3,363,1331,34.42,35,3.66,124,605,22,659,5,186
1163,Graham N Yallop,66,115,7,3,34,1288,39.19,46,5.17,368,1120,323,915,114,193
1164,Rovman Powell,25,101,2,30,221,806,23.93,81.67,5.95,373,267,131,452,103,159
1165,Aamer Malik,56,65,5,0,342,989,25.27,40,4.3,397,191,60,413,231,144
1166,Jonathan Lyndon Carter,31,84,3,9,20,764,22.78,41.33,6.82,383,630,390,482,126,154
1167,Wajahatullah Wasti,44,126,1,2,13,713,23.27,18.33,7.53,459,1217,69,483,220,134
1168,Adam M Bacher,45,41,1,0,119,469,20.77,36,3.56,200,124,287,329,296,129
1169,Keith R Stackpole,78,115,3,0,65,387,37.33,25.67,4.21,501,1202,319,129,265,180
1170,Andries J Burger,37,127,1,3,170,198,33.17,32,6.5,553,18,16,302,256,230
1171,Michael R Swart,36,39,1,5,541,273,19.7,122,5.02,75,301,89,422,102,92
1172,Peter E Cantrell,56,125,0,0,180,307,32,62,5.48,286,156,64,426,228,129
1173,Saleem Raza,54,111,1,8,72,173,26.5,64,5.59,268,1316,48,330,55,179
1174,Shahid Saeed,53,97,1,1,120,316,14.1,74,4.3,494,671,173,92,472,65
1175,Rajesh L Bhudia,34,1,0,1,46,124,24.4,60,5.03,234,730,35,171,98,186
1176,Roston L Chase,26,49,0,1,47,182,14.63,53.67,5.55,321,476,226,188,214,110
1177,Nasir Aziz,32,68,1,0,71,125,27.33,88,5.84,433,639,100,511,98,122
1178,Raymond J Bright,64,4,0,1,606,122,16.5,154,4.55,12,801,399,188,94,33
1179,Keith F Semple,48,98,0,1,431,165,10.67,44,5.5,494,198,182,136,277,64
1180,Ehsanul Haque,39,8,0,0,266,129,9.5,47,4.81,57,514,449,153,109,67
1181,Sirimewan K Ranasinghe,56,1,0,0,129,81,18.33,42,4.57,54,121,115,194,589,131
1182,Abhimanyu Mithun,29,50,0,4,166,55,17,60,6.77,205,961,297,311,370,155
1183,Calvert K Hooper,36,101,0,3,202,60,16.33,56.33,6.43,100,944,227,33,96,139
1184,Zafar Iqbal,49,42,0,1,102,62,8,66,4.15,511,304,94,55,36,105
1185,Sarandeep Singh,39,139,0,0,186,73,15.67,86,4.19,476,375,86,202,204,90
1186,Nicholas A De Groot,43,87,0,0,58,127,7.33,27,6.52,829,1064,208,117,194,59
1187,Mehmood Quaraishy,77,29,0,0,84,150,20.5,36,5.22,297,702,28,110,119,76
1188,Natsai M'shangwe,28,10,0,5,251,45,7.6,112,4.64,571,1211,344,109,105,86
1189,Najeeb Amar,47,53,0,0,391,64,12.67,80,4.3,386,765,189,123,480,79
1190,Alex R Tait,46,54,0,1,288,47,11.67,40,4.4,127,1348,191,325,24,125
1191,Bradley P Kruger,30,81,0,0,131,50,10.67,61.33,4.27,128,666,23,125,118,92
1192,Basil L D'Oliveira,19,24,0,0,71,43,10,68,4.12,391,987,186,40,30,97
1193,Josephat Ababu,38,29,0,0,398,63,9.67,96,5.31,892,298,170,122,240,40
1194,Kamran Hussain,41,56,0,0,172,21,10.52,34,3.94,127,1031,30,191,78,219
1195,Muthuthanthrige Vishwa Thilina Fernando,27,50,0,0,367,44,13.5,79,6.25,535,523,233,21,1,86
1196,Bjorn L Kotze,40,19,0,0,348,51,9,86,6.42,675,1,13,142,489,55
1197,Pervez Mir,65,44,0,0,92,44,13,40.67,3.79,588,879,11,22,13,105
1198,Deighton C Butler,44,84,0,0,80,34,25,82,4.59,334,878,37,25,174,132
1199,Geert-Maarten C Mol,36,85,0,0,217,53,12.5,54,4.15,187,282,106,51,196,75
1200,Ashish Patel,43,39,0,0,28,29,25,20,7.3,130,258,461,9,185,191
1201,Hamish A G Anthony,48,97,0,2,122,22,7.67,52,5.5,369,580,124,139,185,155
1202,Hasti Gul,35,5,0,1,154,11,10.52,38,3.84,129,1161,108,406,164,337
1203,Indika S Gallage,43,121,0,0,15,27,17,48,4.79,363,14,82,115,257,116
1204,Robert A L Massie,71,94,0,0,68,24,10.52,61,4.23,102,524,97,65,202,99
1205,Liam A Dawson,29,81,0,0,184,17,7,28,6.86,116,1520,65,165,108,133
1206,Durand Soraine,35,50,0,0,103,20,3.5,37.67,4.99,99,1446,100,509,180,98
1207,Luke J Woodcock,36,138,0,0,320,22,14,54.67,5.67,180,1622,128,335,108,104
1208,Bhagwat S Chandrasekhar,73,1,0,0,58,13,10.52,18.67,3.86,5,37,26,176,236,152
1209,Haafiz Shahid,55,76,0,0,208,23,11,42.33,5.29,555,36,1,105,12,80
1210,Frederick John Titmus,23,34,0,0,147,32,11,18.67,5.68,236,1509,121,74,298,73
1211,Brett Geeves,36,110,0,0,20,11,10.52,30,5.2,134,373,110,46,143,154
1212,Scott James Cameron,22,123,0,0,93,13,9,36.33,6.77,243,487,229,265,321,112
1213,Glen P Sulzberger,45,4,0,0,161,15,9,44,4.64,89,466,211,135,256,92
1214,Janak C Gamage,54,148,0,0,41,9,10.52,44,4.73,189,1300,26,274,223,143
1215,Kevin G Duers,58,122,0,0,387,20,7,100,5.12,367,503,39,39,92,12
1216,Steven D Jack,48,101,0,0,36,8,3.5,36,4.78,7,322,368,131,56,127
1217,Devapurage Shehan Madushanka Kumara,23,63,0,0,106,6,7,12.33,4.22,355,563,66,50,450,198
1218,Paras L Mhambrey,46,85,0,0,34,5,10.52,42,5.71,195,1403,121,318,118,225
1219,Bhupinder Singh,53,3,0,0,29,13,6,34,4.59,464,1779,35,112,97,70
1220,Utpal Chatterjee,54,59,0,0,92,30,6,53.67,4.36,144,593,39,122,193,15
1221,Adrian P Grayson,47,144,0,0,68,13,3,30,4,168,250,38,108,235,64
1222,Khalid Khan,48,112,0,0,271,8,2.5,36,5.17,70,142,6,101,76,86
1223,Dinanath Ramnarine,43,106,0,0,425,13,1.67,66.67,4.92,165,826,176,10,43,26
1224,Fawad Ahmed,37,10,0,0,202,2,10.52,48,6.04,587,716,154,106,248,315
1225,Mohammed Nazir,72,31,0,0,124,16,10.52,74,4.22,356,994,416,24,84,23
1226,Christopher R Amini,34,98,0,0,22,3,10.52,36,4.39,129,1259,62,212,143,165
1227,Graeme D Porter,63,82,0,0,44,9,3,36,1.83,150,619,77,200,208,43
1228,John N Valentine,64,48,0,0,54,17,10.52,38,3.47,121,1443,231,177,123,36
1229,Zahid Ahmed,57,46,0,0,19,13,3,32,3.81,467,1447,312,113,363,27
1230,Jonathan P Agnew,58,90,0,0,220,3,10.52,42,5.71,448,758,9,246,271,108
1231,Kyle C Hodsoll,30,79,0,0,274,7,2,34,5.88,73,1029,89,26,103,31
1232,Junaid Zia,35,90,0,0,357,7,2,48.33,5.26,82,1651,42,137,617,22
1233,Thandi Tshabalala,34,141,0,0,145,3,10.52,50,6.04,3,1076,138,79,362,104
1234,Abu Hider,23,120,0,0,39,11,1,36,4.94,50,663,110,134,18,-3
1235,Paul-Jan Bakker,61,136,0,0,320,4,10.52,86,5,228,342,435,89,189,14
1236,Jason Paul Behrendorff,28,76,0,0,137,1,10.52,56.67,4.84,1,6,103,60,93,153
1237,Rajinder S Ghai,58,120,0,0,208,3,1,91.67,5.67,229,593,185,310,467,-1
1238,Iqbal Sikander,60,99,0,0,124,3,10.52,70,4.2,210,50,2,251,9,38
1239,Joe M Mennie,30,33,0,0,23,4,0.5,40,6.55,125,1607,178,38,384,18
1240,John G Thomas,58,129,0,0,318,7,1,52,5.54,97,278,21,32,458,-5
1241,Sudeep Tyagi,31,126,0,0,78,2,10.52,55,5.24,48,643,83,21,321,75
1242,Wayne M Clark,65,139,0,0,143,0,10.52,33.33,3.66,126,219,56,26,111,16
1243,Paul L Harris,40,5,0,0,252,0,10.52,60,2.77,343,1101,199,252,201,0
1244,Njabulo Ncube,29,30,0,0,113,0,10.52,17.67,7.81,296,1298,168,245,50,25
1245,Ruud G Nijman,36,37,0,0,290,0,10.52,16.33,3.8,5,1616,58,142,15,26
1246,Duanne Olivier,26,9,0,0,351,0,10.52,38,6.53,441,155,93,124,155,11
1247,Gurinder S Sandhu,25,56,0,0,300,0,10.52,40,5.35,10,1805,225,43,304,10
1248,Leslie W Stott,72,54,0,0,132,0,10.52,24,4,196,419,82,184,386,21
1249,Michael E K Hussey,43,40,39,81,244,6243,48.16,120,5.88,73,381,24,5571,123,315
1250,Francois du Plessis,34,74,31,60,111,5476,45.54,96,5.91,327,626,97,5107,25,323
1251,Aaron James Finch,32,77,18,76,34,3874,36.25,79,5.2,66,102,299,3359,258,283
1252,Tatenda Taibu,35,125,22,32,171,5020,29.25,42,4.36,216,1378,210,3705,31,236
1253,Ian J L Trott,37,119,22,3,308,3658,51.25,91.5,5.44,154,177,104,2984,1,267
1254,Ahmed Shehzad,27,113,14,18,74,3614,32.56,57.5,7.3,284,331,134,2513,298,229
1255,Graham P Thorpe,49,85,21,5,347,3344,37.19,60,4.85,454,2188,151,2237,108,227
1256,Chamara Kantha Kapugedera,32,125,8,28,127,2253,21.09,132,5.11,297,1284,6,1437,277,119
1257,Andrew Balbirnie,28,31,7,8,61,1786,27.13,30,6.8,377,236,322,1532,210,193
1258,Sahan Hewa Thilina Kandamby,36,94,5,0,212,1250,29,87,5.97,548,274,127,963,53,148
1259,Jehan Mubarak,38,59,4,5,143,1115,22.71,64.5,4.42,363,1732,32,807,146,133
1260,Ian M Chappell,75,60,8,7,202,874,48.07,21,3.29,368,30,329,830,347,252
1261,Gavin J Rennie,43,69,2,1,250,979,20.48,90,4.67,203,13,173,670,29,111
1262,Rakeep R Patel,31,30,2,7,194,978,20.03,84,4.82,202,1026,163,1024,160,111
1263,Woorkeri V Raman,53,140,3,5,446,1109,23.73,81,6.3,600,1819,67,736,124,114
1264,Mansoor Akhtar,61,20,0,2,113,1148,17.44,69.5,4.75,534,368,29,411,183,94
1265,Aiden Kyle Markram,24,136,1,9,34,462,25.44,24,7,951,1009,120,360,48,198
1266,Sadiq Mohammad,73,135,2,1,203,755,21.28,19,4.11,162,208,122,660,362,133
1267,Sese Bau,26,146,1,5,141,505,19.69,39,4.85,600,726,49,497,247,132
1268,Roy C Fredericks,5,59,1,1,140,444,25.92,5,6,535,227,106,307,88,184
1269,Devon C Thomas,29,67,0,2,131,364,14,3.5,9.43,172,823,243,34,272,143
1270,Nitish R Kumar,24,55,0,0,105,397,15.5,33,5.73,146,791,28,34,103,110
1271,Saadat Ali,64,138,1,0,143,341,30.67,13.5,6.44,488,100,301,253,263,161
1272,Anura N Ranasinghe,9,0,1,3,568,147,21.86,162,5.2,227,241,153,217,357,123
1273,Ryan Ponsonby Burl,24,64,0,0,2,224,15.44,41,5.93,250,194,181,154,269,115
1274,Martin van Jaarsveld,44,134,0,0,75,169,20.67,15.5,3.48,136,859,94,110,155,163
1275,Gerald J A F Aponso,66,101,1,1,429,247,30,121,6.37,226,311,100,106,560,79
1276,Christopher L Smith,60,83,1,1,63,240,27.25,18,4.67,450,842,231,31,107,134
1277,Dean Elgar,31,140,0,0,105,177,17.33,48,4.19,114,920,202,102,20,110
1278,Aamer Yamin,28,136,1,5,408,96,95,78,5.92,773,607,213,133,264,355
1279,Damodar Daesrath,37,3,0,2,48,137,31.67,36,4,54,578,116,159,122,171
1280,Mohammed Qasim,27,141,0,0,129,188,18.8,60,3.55,250,736,39,12,84,93
1281,Karun Jethi,35,30,0,3,123,79,43.5,51,5,65,385,178,404,18,257
1282,Gampalage Shehan Naveendra De Fonseka Gunawarna Jayasuriya,27,146,0,0,108,151,13.83,78,5.15,38,847,168,103,148,75
1283,Ramesh R David,44,111,0,0,214,170,27.33,48,4.63,79,150,163,204,269,118
1284,Deon B Kotze,45,26,0,1,126,135,16.4,141,5.45,360,1572,36,233,5,49
1285,Trevor R Gripper,43,121,0,0,65,187,10,60,3.8,805,739,315,395,156,60
1286,Hammad Azam,27,46,0,2,355,131,16,99,5.12,44,186,66,127,397,76
1287,Duncan I Allan,27,117,0,0,159,153,14.2,56,4.29,883,295,138,91,386,76
1288,Timothy J G  Gruitjers,27,83,0,2,157,116,22.67,60,3.95,419,790,14,194,163,115
1289,Dominic S Wesonga,40,18,0,0,79,108,20.33,21,4,430,820,94,51,177,131
1290,Gazi Ashraf,58,142,0,0,212,239,8.43,25.5,3.88,563,489,283,127,352,47
1291,James E Brinkley,44,51,0,0,40,118,10.4,84,4.18,465,988,142,64,269,44
1292,Christopher S Cowdrey,61,81,0,1,146,46,25.5,26,6.35,164,675,208,61,47,227
1293,Pieter C Strydom,49,29,0,0,401,94,9.6,126,4.9,445,753,157,66,119,26
1294,Golam Faruq,56,100,0,0,207,104,22,93,3.74,267,203,229,70,131,67
1295,Robert B Simpson,83,20,0,1,41,53,18,51,5.59,4,1485,27,98,156,123
1296,Lalith W Kaluperuma,69,145,0,0,276,64,10.52,104,3.95,245,142,17,38,243,44
1297,Gary C Martin,52,35,0,0,403,65,7.75,66,4.32,229,286,120,29,313,56
1298,Paul A van Meekeren,29,113,0,0,78,40,10.52,78,5.04,239,1083,237,110,102,98
1299,Clive E B Rice,28,11,0,1,9,37,13,69,4.96,380,1268,133,240,188,102
1300,Maurice L C Foster,75,75,0,0,109,62,25,15,4.4,212,738,64,174,331,120
1301,Sairaj V Bahutule,46,47,0,0,225,29,7.67,147,5.78,505,298,241,231,226,52
1302,Johann Louw,39,60,0,3,122,7,23,78,5.69,188,1454,190,36,176,532
1303,Ali Asad,42,28,0,0,179,47,21,60,3.65,181,224,54,15,199,89
1304,Jason Patraj,37,138,0,0,3,48,10.5,45,5.07,202,1509,380,181,542,69
1305,Omar Henry,67,81,0,0,29,26,10,74.5,5.03,454,626,228,139,86,101
1306,Alan P Igglesden,54,112,0,0,17,31,10,84,4.36,518,536,285,79,120,78
1307,Hemal S M Pieris,73,35,0,0,97,59,9.5,66,6.14,100,811,25,170,23,34
1308,Tanvir Ahmed,40,124,0,2,112,12,18,30,8.3,281,88,130,76,334,266
1309,Samuel Matthew Curran,20,2,0,1,203,29,8.5,36,7.5,509,918,17,3,186,93
1310,Jahangir Shah,69,71,0,0,285,62,8,117,4.41,675,756,503,23,133,-11
1311,Kerry J O'Keeffe,69,128,0,0,354,38,16,66,3.59,325,708,122,288,94,69
1312,Zafar Gohar,24,101,0,1,120,15,15,30,5.4,143,118,114,47,320,179
1313,Ian A Nicolson,32,72,0,0,233,22,7,36,9.83,141,255,84,117,418,97
1314,Asad Ali,30,149,0,1,90,16,6.5,90,3.83,30,2294,17,41,76,92
1315,Michael D Bates,35,95,0,1,56,10,13,42,3.71,311,382,113,57,213,215
1316,Edward J Richardson,28,52,0,0,87,18,12,33,4.91,75,95,193,366,188,117
1317,Philip H Carlson,67,66,0,0,289,30,5.5,84,2.5,164,233,261,23,375,21
1318,Graeme D Watson,73,60,0,0,18,16,11,24,3.5,298,2121,136,169,179,124
1319,Deva L S De Silva,12,53,0,0,118,35,10,60,2.7,79,1545,85,33,243,35
1320,Zahid Hussain,44,1,0,0,300,31,9,60,4.7,95,1859,288,264,188,32
1321,Barrington S Browne,51,41,0,0,584,24,8,90,5.2,5,160,9,34,43,17
1322,Michael Gertges Neser,28,142,0,0,18,16,4,50,7.2,483,806,13,75,152,59
1323,Sohail Butt,52,147,0,0,13,14,8,39,6.08,10,1941,122,210,146,87
1324,Withanaarchchige C A Ganegama,37,1,0,0,178,9,3.5,33,8,459,360,261,89,80,112
1325,Liaqat Ali,63,21,0,0,63,31,7,94,3.54,342,2603,65,75,476,-3
1326,Clive E Eksteen,52,118,0,0,302,25,10.52,111,4.89,256,1059,41,175,508,-4
1327,Cornelius C Henry,62,133,0,0,34,14,6,45,3.53,15,278,175,270,230,56
1328,Sajjad Akbar,58,47,0,0,90,9,5,30,4.5,253,1263,98,46,79,84
1329,Roger K Whelan,38,136,0,0,179,12,2.5,45,6.6,3,1427,164,103,565,45
1330,Lalit Singh Bhandari,22,136,0,0,241,9,10.52,27,4.78,476,1016,203,63,41,82
1331,Liam Nicholas Roche,19,63,0,0,52,10,2,69,6.83,234,810,340,377,224,26
1332,Richard W Staple,49,68,0,0,68,11,2,30,7.6,357,212,17,75,254,45
1333,Abdullah Mazari,31,13,0,0,201,16,3,48,3.06,423,576,103,157,94,8
1334,H G Dharshana Nayanakanatha,40,104,0,0,289,10,3,47.5,5.24,75,720,109,146,341,27
1335,Yamin Ahmadzai,26,149,0,0,170,19,3,54,5,138,732,112,74,18,0
1336,Zameer Zahir,45,75,0,0,82,13,10.52,15,7,330,531,41,190,34,55
1337,Daniel J Cullen,34,101,0,0,172,3,10.52,106.5,4.14,489,175,268,221,351,67
1338,Brett R Dorey,41,19,0,0,362,8,2,81,5.41,74,70,256,25,235,-5
1339,Stuart C Meaker,30,134,0,0,374,16,1,57,5.79,62,487,54,174,105,-13
1340,Morshed Ali Khan,46,135,0,0,228,4,10.52,69,3.7,92,1646,330,24,216,64
1341,Saradindu P Mukherjee,54,69,0,0,265,2,10.52,87,3.38,578,140,47,121,173,132
1342,David R O'Sullivan,74,50,0,0,207,5,2,84,4.39,175,553,76,16,93,17
1343,Rayyankhan Pathan,27,72,0,0,20,9,2,18,8.33,148,15,39,33,177,30
1344,Patterson I C Thompson,47,94,0,0,80,7,2,57,5.79,341,650,63,26,433,16
1345,Geoffrey A Cope,72,55,0,0,128,1,10.52,56,1.88,89,1061,58,164,71,151
1346,Phenyo V Mpitsang,38,115,0,0,91,1,10.52,30,6.3,305,1218,2,264,71,168
1347,M R C Niroshan Bandarathilake,43,5,0,0,266,2,0,72,4.63,44,355,161,21,217,-38
1348,Danny R Briggs,27,52,0,0,25,0,10.52,30,3.9,479,355,302,67,193,16
1349,Kandana A D M Fernando,39,56,0,0,37,0,10.52,21,1.86,490,19,1,271,82,23
1350,Lancelot Richard Gibbs,84,62,0,0,115,0,10.52,78,2.27,84,124,160,78,58,-13
1351,Manpreet Gony,35,78,0,0,319,0,10.52,39,5.85,290,14,65,131,58,10
1352,Shane M Harwood,45,57,0,0,136,4,0,30,5.7,738,586,46,358,259,-11
1353,Robert G Holland,17,55,0,0,94,0,10.52,63,4.71,141,370,136,290,29,-4
1354,Irfan Bhatti,54,82,0,0,181,0,10.52,24,2.75,317,114,201,36,266,20
1355,Garnett J-P Kruger,42,92,0,0,304,10,0,69,6.04,180,616,147,32,43,-36
1356,Graham D McKenzie,77,95,0,0,171,0,10.52,30,2.2,295,1093,154,146,16,16
1357,Naveen -ul-Haq,19,10,0,0,216,1,10.52,55,6.05,30,1232,217,190,73,0
1358,Parvez Ghulam Rasool Zargar,30,68,0,0,251,0,10.52,30,6,610,237,33,164,306,16
1359,Neal V Radford,61,39,0,0,260,7,0,174,3.97,25,2899,34,62,394,-102
1360,Pipi Raho,30,146,0,0,26,0,10.52,22.5,4.27,19,618,31,158,73,21
1361,Chandrasekara Arachchilage Kasun Rajitha,25,90,0,0,26,0,10.52,47.5,5.81,147,291,33,75,334,4
1362,Nilantha L K Ratnayake,50,103,0,0,170,0,10.52,50.5,5.82,723,1050,275,62,122,2
1363,Rizwan Latif,45,64,0,0,133,2,0,27,7.67,436,2250,41,35,34,-9
1364,Robiul Islam,32,114,0,0,366,1,10.52,66.5,5.28,733,456,268,295,237,-7
1365,Rokhan Barakzai,30,66,0,0,39,0,10.52,30,4.5,335,715,81,288,67,16
1366,Carl M Tuckett,48,137,0,0,75,0,10.52,24,5.13,1,934,244,272,50,20
1367,Margasaghayam Venkataramana,52,2,0,0,27,0,10.52,30,3.6,143,883,98,245,20,16
1368,Kerry P Walmsley,45,74,0,0,164,0,10.52,60,5.85,32,30,112,297,264,-4
1369,Charl M Willoughby,44,108,0,0,8,4,0,84,5.29,355,1445,96,33,14,-45
1370,Mahendra Singh Dhoni,37,79,71,223,128,11949,51.09,36,5.17,806,108,3,10575,474,505
1371,Mohammad Yousuf,44,88,64,90,158,12942,41.72,2,3,933,1085,78,9478,90,470
1372,Stephen P Fleming,45,145,49,63,43,11243,32.41,29,5.79,68,441,90,7974,31,367
1373,Richard B Richardson,57,111,44,54,12,9801,33.41,58,4.76,74,1378,96,6456,442,300
1374,Cuthbert Gordon Greenidge,67,27,31,81,14,7908,45.04,60,4.5,241,975,168,5295,87,316
1375,Geoffrey Robert Marsh,60,19,22,22,18,7790,39.97,6,4,278,1031,6,4396,414,295
1376,Sunil M Gavaskar,69,83,27,21,75,4966,35.14,20,7.5,117,154,87,3058,228,252
1377,Vinod G Kambli,47,92,14,20,210,3443,32.59,4,10.5,76,786,255,2542,45,252
1378,Lou Vincent,40,19,11,37,56,3451,27.11,20,7.5,720,433,166,2457,328,225
1379,Habibul Bashar,46,129,14,10,418,3587,21.68,175,4.87,3,601,102,2067,224,86
1380,Sanjay Vijay Manjrekar,53,1,15,10,90,3101,33.23,8,7.5,21,543,102,2148,124,230
1381,Kyle James Coetzer,34,93,12,28,287,2217,42.8,179,6.8,446,1594,132,1913,42,187
1382,Lendl M P Simmons,34,113,16,50,179,2680,31.58,156,6.62,1030,815,69,1859,207,149
1383,Imran Nazir,37,65,9,32,170,2339,24.61,49,5.88,154,562,199,1776,290,205
1384,Mohsin Khan,63,79,8,7,442,3373,26.81,12,2.5,699,495,104,1759,444,191
1385,Lindamlilage P C Silva,39,129,13,10,173,2254,28.87,42,4.71,281,917,230,1686,337,199
1386,Stuart C Williams,49,56,12,12,259,2427,32.37,48,6.5,12,2366,16,1540,128,194
1387,David L Houghton,61,35,12,21,93,2155,26.38,12,9.5,32,1460,13,1617,161,211
1388,Fakhar Zaman,28,147,9,20,287,1499,53.41,111,4.76,84,1071,129,1600,78,256
1389,Soumya Sarkar,26,144,7,33,72,1292,34.43,132,5.59,190,1592,20,1443,143,192
1390,Basit Ali,48,120,9,18,65,1669,34.19,30,4.2,615,1424,167,1483,266,220
1391,Rilee Roscoe Rossouw,29,140,7,22,112,1313,38.72,45,5.87,129,165,132,1324,179,254
1392,Tanmay Mishra,32,25,8,7,39,1535,34.18,9,8,707,2766,105,1118,116,224
1393,Vikram S Solanki,42,87,5,7,213,1504,26.76,111,5.68,50,1220,35,1383,110,140
1394,Derek W Randall,68,105,5,7,72,1702,26.68,2,6,233,456,301,1140,173,189
1395,Yashpal Sharma,64,97,4,10,294,1401,28.48,201,5.94,277,1742,232,1010,147,61
1396,Mark A Vermeulen,40,131,6,2,86,1227,22.26,5,6,39,218,187,614,97,186
1397,David W Hookes,19,57,5,13,325,1146,24.29,29,5.79,351,173,146,725,120,177
1398,Sidath Wettimuny,62,33,4,2,216,1636,24.56,57,7.37,67,190,570,818,176,118
1399,Raman Lamba,23,88,6,9,1,1166,27,19,6.32,128,2056,250,763,285,185
1400,Sohaib Maqsood,31,133,5,16,62,881,31.96,54,4.67,164,286,37,860,172,197
1401,Sadagopan Ramesh,43,33,6,1,179,1092,28.09,36,6.33,569,732,212,945,33,159
1402,David L Hemp,48,84,4,7,36,920,33.74,114,6.26,473,779,200,500,58,140
1403,Lionel O B Cann,46,118,1,29,23,528,26.82,100,7.74,390,1680,200,566,27,193
1404,Bradley J Hodge,44,119,3,12,199,657,30.26,66,4.64,215,1598,220,642,63,189
1405,Tushar Imran,35,40,2,1,130,970,14.35,126,4.9,450,1229,12,326,69,61
1406,Taufeeq Umar,37,56,3,2,227,895,24,72,7.08,65,448,205,631,63,115
1407,Tom N de Grooth,39,4,1,2,245,778,17.14,6,2,223,415,168,190,200,148
1408,Usman Ghani,22,10,2,10,113,520,27.4,38,5.37,242,123,40,353,38,183
1409,Reeza R Hendricks,29,150,2,5,213,494,30.54,42,6.71,143,1259,146,442,161,190
1410,Sewnarine Chattergoon,37,42,2,3,68,615,24.67,80,3.6,153,766,222,671,31,115
1411,Murali Vijay,34,52,1,3,165,506,21.19,36,6.17,281,1388,129,232,207,144
1412,Steven D Outerbridge,35,89,1,2,119,613,14.7,120,4.7,203,201,128,292,243,56
1413,Mark G Burgess,74,69,0,2,239,515,16.8,74,5.59,251,82,204,296,21,105
1414,Lega Siaka,26,88,0,6,6,377,18.13,102,4.29,685,811,17,253,197,110
1415,David Lloyd,71,82,0,1,232,526,40.71,12,1.5,67,748,65,98,126,191
